10-9-6-0 , 177497320, 0, 0, 8421716160, 0, 0, 8420984400, 4292.86
12-8-3-2 , 188792604, 0, 0, 8957643552, 0, 0, 8945311872, 12132.53
12-7-5-1 , 188792604, 0, 0, 8957643552, 0, 0, 8952709248, 7438.57
